"REF_DATE","GEO","DGUID","Rental unit type","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-07","Trois-Rivières, Census metropolitan area (CMA)","2021S0503442","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425013","12.3.1","","..","","","0"
"2024-10","Trois-Rivières, Census metropolitan area (CMA)","2021S0503442","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425013","12.3.1","","..","","","0"
"2025-01","Trois-Rivières, Census metropolitan area (CMA)","2021S0503442","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425013","12.3.1","","..","","","0"
"2025-07","Trois-Rivières, Census metropolitan area (CMA)","2021S0503442","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425013","12.3.1","","..","","","0"
"2024-07","Trois-Rivières, Census metropolitan area (CMA)","2021S0503442","Room","Average asking rent","Dollars","81","units","0","v1675425015","12.5.1","530","","","","0"
"2024-10","Trois-Rivières, Census metropolitan area (CMA)","2021S0503442","Room","Average asking rent","Dollars","81","units","0","v1675425015","12.5.1","540","","","","0"
"2025-01","Trois-Rivières, Census metropolitan area (CMA)","2021S0503442","Room","Average asking rent","Dollars","81","units","0","v1675425015","12.5.1","510","","","","0"
"2025-04","Trois-Rivières, Census metropolitan area (CMA)","2021S0503442","Room","Average asking rent","Dollars","81","units","0","v1675425015","12.5.1","","F","","","0"
"2025-07","Trois-Rivières, Census metropolitan area (CMA)","2021S0503442","Room","Average asking rent","Dollars","81","units","0","v1675425015","12.5.1","560","E","","","0"
"2024-07","Barrie, Census metropolitan area (CMA)","2021S0503568","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425087","13.2.1","1780","","","","0"
"2024-10","Barrie, Census metropolitan area (CMA)","2021S0503568","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425087","13.2.1","1810","","","","0"
"2025-01","Barrie, Census metropolitan area (CMA)","2021S0503568","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425087","13.2.1","1800","","","","0"
"2025-04","Barrie, Census metropolitan area (CMA)","2021S0503568","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425087","13.2.1","1810","E","","","0"
"2025-07","Barrie, Census metropolitan area (CMA)","2021S0503568","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425087","13.2.1","1850","","","","0"
"2024-07","Barrie, Census metropolitan area (CMA)","2021S0503568","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425088","13.3.1","2050","","","","0"
"2024-10","Barrie, Census metropolitan area (CMA)","2021S0503568","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425088","13.3.1","2050","","","","0"
"2025-01","Barrie, Census metropolitan area (CMA)","2021S0503568","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425088","13.3.1","2120","","","","0"
"2025-04","Barrie, Census metropolitan area (CMA)","2021S0503568","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425088","13.3.1","2130","E","","","0"
"2025-07","Barrie, Census metropolitan area (CMA)","2021S0503568","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425088","13.3.1","2150","","","","0"
"2024-07","Barrie, Census metropolitan area (CMA)","2021S0503568","Room","Average asking rent","Dollars","81","units","0","v1675425090","13.5.1","750","","","","0"
"2024-10","Barrie, Census metropolitan area (CMA)","2021S0503568","Room","Average asking rent","Dollars","81","units","0","v1675425090","13.5.1","750","","","","0"
"2025-01","Barrie, Census metropolitan area (CMA)","2021S0503568","Room","Average asking rent","Dollars","81","units","0","v1675425090","13.5.1","740","","","","0"
"2025-04","Barrie, Census metropolitan area (CMA)","2021S0503568","Room","Average asking rent","Dollars","81","units","0","v1675425090","13.5.1","760","E","","","0"
"2025-07","Barrie, Census metropolitan area (CMA)","2021S0503568","Room","Average asking rent","Dollars","81","units","0","v1675425090","13.5.1","770","","","","0"
"2024-07","Belleville - Quinte West, Census metropolitan area (CMA)","2021S0503522","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425032","14.2.1","1630","","","","0"
"2024-10","Belleville - Quinte West, Census metropolitan area (CMA)","2021S0503522","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425032","14.2.1","1640","","","","0"
"2025-01","Belleville - Quinte West, Census metropolitan area (CMA)","2021S0503522","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425032","14.2.1","1560","E","","","0"
"2025-04","Belleville - Quinte West, Census metropolitan area (CMA)","2021S0503522","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425032","14.2.1","","F","","","0"
"2025-07","Belleville - Quinte West, Census metropolitan area (CMA)","2021S0503522","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425032","14.2.1","1590","","","","0"
"2024-07","Belleville - Quinte West, Census metropolitan area (CMA)","2021S0503522","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425033","14.3.1","1950","","","","0"
"2024-10","Belleville - Quinte West, Census metropolitan area (CMA)","2021S0503522","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425033","14.3.1","1880","","","","0"
"2025-01","Belleville - Quinte West, Census metropolitan area (CMA)","2021S0503522","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425033","14.3.1","1860","","","","0"
"2025-04","Belleville - Quinte West, Census metropolitan area (CMA)","2021S0503522","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425033","14.3.1","1870","E","","","0"
"2025-07","Belleville - Quinte West, Census metropolitan area (CMA)","2021S0503522","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425033","14.3.1","1860","","","","0"
"2024-07","Belleville - Quinte West, Census metropolitan area (CMA)","2021S0503522","Room","Average asking rent","Dollars","81","units","0","v1675425035","14.5.1","760","","","","0"
"2024-10","Belleville - Quinte West, Census metropolitan area (CMA)","2021S0503522","Room","Average asking rent","Dollars","81","units","0","v1675425035","14.5.1","750","","","","0"
"2025-01","Belleville - Quinte West, Census metropolitan area (CMA)","2021S0503522","Room","Average asking rent","Dollars","81","units","0","v1675425035","14.5.1","740","","","","0"
"2025-04","Belleville - Quinte West, Census metropolitan area (CMA)","2021S0503522","Room","Average asking rent","Dollars","81","units","0","v1675425035","14.5.1","740","E","","","0"
"2025-07","Belleville - Quinte West, Census metropolitan area (CMA)","2021S0503522","Room","Average asking rent","Dollars","81","units","0","v1675425035","14.5.1","730","","","","0"
"2024-07","Brantford, Census metropolitan area (CMA)","2021S0503543","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425067","15.2.1","1680","","","","0"
"2024-10","Brantford, Census metropolitan area (CMA)","2021S0503543","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425067","15.2.1","1690","","","","0"
"2025-01","Brantford, Census metropolitan area (CMA)","2021S0503543","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425067","15.2.1","1650","","","","0"
"2025-04","Brantford, Census metropolitan area (CMA)","2021S0503543","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425067","15.2.1","1650","E","","","0"
"2025-07","Brantford, Census metropolitan area (CMA)","2021S0503543","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425067","15.2.1","1650","","","","0"
"2024-07","Brantford, Census metropolitan area (CMA)","2021S0503543","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425068","15.3.1","1910","","","","0"
"2024-10","Brantford, Census metropolitan area (CMA)","2021S0503543","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425068","15.3.1","1910","","","","0"
"2025-01","Brantford, Census metropolitan area (CMA)","2021S0503543","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425068","15.3.1","1880","","","","0"
"2025-04","Brantford, Census metropolitan area (CMA)","2021S0503543","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425068","15.3.1","1890","E","","","0"
"2025-07","Brantford, Census metropolitan area (CMA)","2021S0503543","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425068","15.3.1","1890","","","","0"
"2024-07","Brantford, Census metropolitan area (CMA)","2021S0503543","Room","Average asking rent","Dollars","81","units","0","v1675425070","15.5.1","720","","","","0"
"2024-10","Brantford, Census metropolitan area (CMA)","2021S0503543","Room","Average asking rent","Dollars","81","units","0","v1675425070","15.5.1","740","","","","0"
"2025-01","Brantford, Census metropolitan area (CMA)","2021S0503543","Room","Average asking rent","Dollars","81","units","0","v1675425070","15.5.1","740","","","","0"
"2025-04","Brantford, Census metropolitan area (CMA)","2021S0503543","Room","Average asking rent","Dollars","81","units","0","v1675425070","15.5.1","760","E","","","0"
"2025-07","Brantford, Census metropolitan area (CMA)","2021S0503543","Room","Average asking rent","Dollars","81","units","0","v1675425070","15.5.1","770","","","","0"
"2024-07","Greater Sudbury, Census metropolitan area (CMA)","2021S0503580","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425092","16.2.1","1460","","","","0"
"2024-10","Greater Sudbury, Census metropolitan area (CMA)","2021S0503580","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425092","16.2.1","1530","","","","0"
"2025-01","Greater Sudbury, Census metropolitan area (CMA)","2021S0503580","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425092","16.2.1","1540","","","","0"
"2025-04","Greater Sudbury, Census metropolitan area (CMA)","2021S0503580","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425092","16.2.1","1590","E","","","0"
"2025-07","Greater Sudbury, Census metropolitan area (CMA)","2021S0503580","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425092","16.2.1","1640","","","","0"
"2024-07","Greater Sudbury, Census metropolitan area (CMA)","2021S0503580","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425093","16.3.1","1820","","","","0"
"2024-10","Greater Sudbury, Census metropolitan area (CMA)","2021S0503580","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425093","16.3.1","1850","","","","0"
"2025-01","Greater Sudbury, Census metropolitan area (CMA)","2021S0503580","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425093","16.3.1","1830","","","","0"
"2025-04","Greater Sudbury, Census metropolitan area (CMA)","2021S0503580","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425093","16.3.1","1900","E","","","0"
"2025-07","Greater Sudbury, Census metropolitan area (CMA)","2021S0503580","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425093","16.3.1","1950","","","","0"
"2024-07","Greater Sudbury, Census metropolitan area (CMA)","2021S0503580","Room","Average asking rent","Dollars","81","units","0","v1675425095","16.5.1","720","","","","0"
"2024-10","Greater Sudbury, Census metropolitan area (CMA)","2021S0503580","Room","Average asking rent","Dollars","81","units","0","v1675425095","16.5.1","690","","","","0"
"2025-01","Greater Sudbury, Census metropolitan area (CMA)","2021S0503580","Room","Average asking rent","Dollars","81","units","0","v1675425095","16.5.1","700","","","","0"
"2025-04","Greater Sudbury, Census metropolitan area (CMA)","2021S0503580","Room","Average asking rent","Dollars","81","units","0","v1675425095","16.5.1","710","E","","","0"
"2025-07","Greater Sudbury, Census metropolitan area (CMA)","2021S0503580","Room","Average asking rent","Dollars","81","units","0","v1675425095","16.5.1","710","","","","0"
"2024-07","Guelph, Census metropolitan area (CMA)","2021S0503550","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425072","17.2.1","2010","","","","0"
"2024-10","Guelph, Census metropolitan area (CMA)","2021S0503550","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425072","17.2.1","2000","","","","0"
"2025-01","Guelph, Census metropolitan area (CMA)","2021S0503550","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425072","17.2.1","1910","","","","0"
"2025-04","Guelph, Census metropolitan area (CMA)","2021S0503550","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425072","17.2.1","1920","E","","","0"
"2025-07","Guelph, Census metropolitan area (CMA)","2021S0503550","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425072","17.2.1","1940","","","","0"
"2024-07","Guelph, Census metropolitan area (CMA)","2021S0503550","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425073","17.3.1","2250","","","","0"
"2024-10","Guelph, Census metropolitan area (CMA)","2021S0503550","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425073","17.3.1","2270","","","","0"
"2025-01","Guelph, Census metropolitan area (CMA)","2021S0503550","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425073","17.3.1","2270","","","","0"
"2025-04","Guelph, Census metropolitan area (CMA)","2021S0503550","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425073","17.3.1","2260","E","","","0"
"2025-07","Guelph, Census metropolitan area (CMA)","2021S0503550","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425073","17.3.1","2260","","","","0"
"2024-07","Guelph, Census metropolitan area (CMA)","2021S0503550","Room","Average asking rent","Dollars","81","units","0","v1675425075","17.5.1","870","","","","0"
"2024-10","Guelph, Census metropolitan area (CMA)","2021S0503550","Room","Average asking rent","Dollars","81","units","0","v1675425075","17.5.1","830","","","","0"
"2025-01","Guelph, Census metropolitan area (CMA)","2021S0503550","Room","Average asking rent","Dollars","81","units","0","v1675425075","17.5.1","820","","","","0"
"2025-04","Guelph, Census metropolitan area (CMA)","2021S0503550","Room","Average asking rent","Dollars","81","units","0","v1675425075","17.5.1","840","E","","","0"
"2025-07","Guelph, Census metropolitan area (CMA)","2021S0503550","Room","Average asking rent","Dollars","81","units","0","v1675425075","17.5.1","860","","","","0"
"2024-07","Hamilton, Census metropolitan area (CMA)","2021S0503537","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425052","18.2.1","1850","","","","0"
"2024-10","Hamilton, Census metropolitan area (CMA)","2021S0503537","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425052","18.2.1","1790","","","","0"
"2025-01","Hamilton, Census metropolitan area (CMA)","2021S0503537","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425052","18.2.1","1800","","","","0"
"2025-04","Hamilton, Census metropolitan area (CMA)","2021S0503537","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425052","18.2.1","1790","E","","","0"
"2025-07","Hamilton, Census metropolitan area (CMA)","2021S0503537","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425052","18.2.1","1780","","","","0"
"2024-07","Hamilton, Census metropolitan area (CMA)","2021S0503537","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425053","18.3.1","2300","","","","0"
"2024-10","Hamilton, Census metropolitan area (CMA)","2021S0503537","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425053","18.3.1","2240","","","","0"
"2025-01","Hamilton, Census metropolitan area (CMA)","2021S0503537","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425053","18.3.1","2180","","","","0"
"2025-04","Hamilton, Census metropolitan area (CMA)","2021S0503537","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425053","18.3.1","2150","E","","","0"
"2025-07","Hamilton, Census metropolitan area (CMA)","2021S0503537","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425053","18.3.1","2140","","","","0"
"2024-07","Hamilton, Census metropolitan area (CMA)","2021S0503537","Room","Average asking rent","Dollars","81","units","0","v1675425055","18.5.1","810","","","","0"
"2024-10","Hamilton, Census metropolitan area (CMA)","2021S0503537","Room","Average asking rent","Dollars","81","units","0","v1675425055","18.5.1","800","","","","0"
"2025-01","Hamilton, Census metropolitan area (CMA)","2021S0503537","Room","Average asking rent","Dollars","81","units","0","v1675425055","18.5.1","780","","","","0"
"2025-04","Hamilton, Census metropolitan area (CMA)","2021S0503537","Room","Average asking rent","Dollars","81","units","0","v1675425055","18.5.1","780","E","","","0"
"2025-07","Hamilton, Census metropolitan area (CMA)","2021S0503537","Room","Average asking rent","Dollars","81","units","0","v1675425055","18.5.1","780","","","","0"
"2024-07","Kingston, Census metropolitan area (CMA)","2021S0503521","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425027","19.2.1","1780","","","","0"
"2024-10","Kingston, Census metropolitan area (CMA)","2021S0503521","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425027","19.2.1","1730","","","","0"
"2025-01","Kingston, Census metropolitan area (CMA)","2021S0503521","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425027","19.2.1","1710","","","","0"
"2025-04","Kingston, Census metropolitan area (CMA)","2021S0503521","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425027","19.2.1","1740","E","","","0"
"2025-07","Kingston, Census metropolitan area (CMA)","2021S0503521","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425027","19.2.1","1750","","","","0"
"2024-07","Kingston, Census metropolitan area (CMA)","2021S0503521","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425028","19.3.1","2050","","","","0"
"2024-10","Kingston, Census metropolitan area (CMA)","2021S0503521","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425028","19.3.1","2020","","","","0"
"2025-01","Kingston, Census metropolitan area (CMA)","2021S0503521","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425028","19.3.1","2040","","","","0"
"2025-04","Kingston, Census metropolitan area (CMA)","2021S0503521","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425028","19.3.1","2020","E","","","0"
"2025-07","Kingston, Census metropolitan area (CMA)","2021S0503521","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425028","19.3.1","1980","","","","0"
"2024-07","Kingston, Census metropolitan area (CMA)","2021S0503521","Room","Average asking rent","Dollars","81","units","0","v1675425030","19.5.1","830","","","","0"
"2024-10","Kingston, Census metropolitan area (CMA)","2021S0503521","Room","Average asking rent","Dollars","81","units","0","v1675425030","19.5.1","810","","","","0"
"2025-01","Kingston, Census metropolitan area (CMA)","2021S0503521","Room","Average asking rent","Dollars","81","units","0","v1675425030","19.5.1","810","","","","0"
"2025-04","Kingston, Census metropolitan area (CMA)","2021S0503521","Room","Average asking rent","Dollars","81","units","0","v1675425030","19.5.1","810","E","","","0"
"2025-07","Kingston, Census metropolitan area (CMA)","2021S0503521","Room","Average asking rent","Dollars","81","units","0","v1675425030","19.5.1","800","","","","0"
"2024-07","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","2021S0503541","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425062","20.2.1","1880","","","","0"
"2024-10","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","2021S0503541","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425062","20.2.1","1850","","","","0"
"2025-01","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","2021S0503541","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425062","20.2.1","1810","","","","0"
"2025-04","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","2021S0503541","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425062","20.2.1","1820","E","","","0"
"2025-07","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","2021S0503541","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425062","20.2.1","1820","","","","0"
"2024-07","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","2021S0503541","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425063","20.3.1","2230","","","","0"
"2024-10","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","2021S0503541","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425063","20.3.1","2190","","","","0"
"2025-01","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","2021S0503541","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425063","20.3.1","2150","","","","0"
"2025-04","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","2021S0503541","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425063","20.3.1","2160","E","","","0"
"2025-07","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","2021S0503541","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425063","20.3.1","2150","","","","0"
"2024-07","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","2021S0503541","Room","Average asking rent","Dollars","81","units","0","v1675425065","20.5.1","780","","","","0"
"2024-10","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","2021S0503541","Room","Average asking rent","Dollars","81","units","0","v1675425065","20.5.1","770","","","","0"
"2025-01","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","2021S0503541","Room","Average asking rent","Dollars","81","units","0","v1675425065","20.5.1","740","","","","0"
"2025-04","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","2021S0503541","Room","Average asking rent","Dollars","81","units","0","v1675425065","20.5.1","760","E","","","0"
"2025-07","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","2021S0503541","Room","Average asking rent","Dollars","81","units","0","v1675425065","20.5.1","770","","","","0"
"2024-07","London, Census metropolitan area (CMA)","2021S0503555","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425077","21.2.1","1640","","","","0"
"2024-10","London, Census metropolitan area (CMA)","2021S0503555","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425077","21.2.1","1640","","","","0"
"2025-01","London, Census metropolitan area (CMA)","2021S0503555","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425077","21.2.1","1640","","","","0"
"2025-04","London, Census metropolitan area (CMA)","2021S0503555","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425077","21.2.1","1630","E","","","0"
"2025-07","London, Census metropolitan area (CMA)","2021S0503555","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425077","21.2.1","1610","","","","0"
"2024-07","London, Census metropolitan area (CMA)","2021S0503555","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425078","21.3.1","2030","","","","0"
"2024-10","London, Census metropolitan area (CMA)","2021S0503555","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425078","21.3.1","2010","","","","0"
"2025-01","London, Census metropolitan area (CMA)","2021S0503555","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425078","21.3.1","2020","","","","0"
"2025-04","London, Census metropolitan area (CMA)","2021S0503555","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425078","21.3.1","2000","E","","","0"
"2025-07","London, Census metropolitan area (CMA)","2021S0503555","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425078","21.3.1","1980","","","","0"
"2024-07","London, Census metropolitan area (CMA)","2021S0503555","Room","Average asking rent","Dollars","81","units","0","v1675425080","21.5.1","750","","","","0"
"2024-10","London, Census metropolitan area (CMA)","2021S0503555","Room","Average asking rent","Dollars","81","units","0","v1675425080","21.5.1","750","","","","0"
"2025-01","London, Census metropolitan area (CMA)","2021S0503555","Room","Average asking rent","Dollars","81","units","0","v1675425080","21.5.1","760","","","","0"
"2025-04","London, Census metropolitan area (CMA)","2021S0503555","Room","Average asking rent","Dollars","81","units","0","v1675425080","21.5.1","750","E","","","0"
"2025-07","London, Census metropolitan area (CMA)","2021S0503555","Room","Average asking rent","Dollars","81","units","0","v1675425080","21.5.1","740","","","","0"
"2024-07","Oshawa, Census metropolitan area (CMA)","2021S0503532","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425042","22.2.1","1800","","","","0"
"2024-10","Oshawa, Census metropolitan area (CMA)","2021S0503532","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425042","22.2.1","1750","","","","0"
"2025-01","Oshawa, Census metropolitan area (CMA)","2021S0503532","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425042","22.2.1","1720","","","","0"
"2025-04","Oshawa, Census metropolitan area (CMA)","2021S0503532","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425042","22.2.1","1710","E","","","0"
"2025-07","Oshawa, Census metropolitan area (CMA)","2021S0503532","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425042","22.2.1","1740","","","","0"
"2024-07","Oshawa, Census metropolitan area (CMA)","2021S0503532","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425043","22.3.1","2090","","","","0"
"2024-10","Oshawa, Census metropolitan area (CMA)","2021S0503532","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425043","22.3.1","2090","","","","0"
"2025-01","Oshawa, Census metropolitan area (CMA)","2021S0503532","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425043","22.3.1","2070","","","","0"
"2025-04","Oshawa, Census metropolitan area (CMA)","2021S0503532","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425043","22.3.1","2050","E","","","0"
"2025-07","Oshawa, Census metropolitan area (CMA)","2021S0503532","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425043","22.3.1","2040","","","","0"
"2024-07","Oshawa, Census metropolitan area (CMA)","2021S0503532","Room","Average asking rent","Dollars","81","units","0","v1675425045","22.5.1","750","","","","0"
"2024-10","Oshawa, Census metropolitan area (CMA)","2021S0503532","Room","Average asking rent","Dollars","81","units","0","v1675425045","22.5.1","760","","","","0"
"2025-01","Oshawa, Census metropolitan area (CMA)","2021S0503532","Room","Average asking rent","Dollars","81","units","0","v1675425045","22.5.1","750","","","","0"
"2025-04","Oshawa, Census metropolitan area (CMA)","2021S0503532","Room","Average asking rent","Dollars","81","units","0","v1675425045","22.5.1","760","E","","","0"
"2025-07","Oshawa, Census metropolitan area (CMA)","2021S0503532","Room","Average asking rent","Dollars","81","units","0","v1675425045","22.5.1","770","","","","0"
"2024-07","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","2021S050535505","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424992","23.2.1","1960","","","","0"
"2024-10","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","2021S050535505","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424992","23.2.1","1970","","","","0"
"2025-01","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","2021S050535505","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424992","23.2.1","2010","","","","0"
"2025-04","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","2021S050535505","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424992","23.2.1","1950","E","","","0"
"2025-07","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","2021S050535505","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424992","23.2.1","1920","","","","0"
"2024-07","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","2021S050535505","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424993","23.3.1","2440","","","","0"
"2024-10","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","2021S050535505","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424993","23.3.1","2470","","","","0"
